id	title	problem_text	skill_description
301	709-to-lower-case	"Implement function ToLowerCase() that has a string parameter str, and returns the same string 
in lowercase.

Example 1:
Input: ""Hello""
Output: ""hello""

Example 2:
Input: ""here""
Output: ""here""

Example 3:
Input: ""LOVELY""
Output: ""lovely"""	The Python file implements a function named `toLowerCase` which takes a string as input and returns the same string in lowercase. The problem it solves is converting all uppercase characters in a string to lowercase without using built-in string methods. The solution uses `ord` function to convert each character to Unicode and if it detects an uppercase character (Unicode within 65 to 90), it adds 32 to convert it to lowercase. The string is then reconstructed using a join operation.
302	714-best-time-to-buy-and-sell-stock-with-transaction-fee	"You are given an array prices where prices[i] is the price of a given stock on 
the ith day, and an integer fee representing a transaction fee.
Find the maximum profit you can achieve. You may complete as many 
transactions as you like, but you need to pay the transaction fee for 
each transaction.
Note: You may not engage in multiple transactions simultaneously 
(i.e., you must sell the stock before you buy again).

Example 1:
Input: prices = [1,3,2,8,4,9], fee = 2
Output: 8
Explanation: The maximum profit can be achieved by:
- Buying at prices[0] = 1
- Selling at prices[3] = 8
- Buying at prices[4] = 4
- Selling at prices[5] = 9
The total profit is ((8 - 1) - 2) + ((9 - 4) - 2) = 8.

Example 2:
Input: prices = [1,3,7,5,10,3], fee = 3
Output: 6
 
Constraints:
1 <= prices.length <= 5 * 104
1 <= prices[i] < 5 * 104
0 <= fee < 5 * 104"	"The Python file ""714-best-time-to-buy-and-sell-stock-with-transaction-fee.py"" solves the problem of maximizing profit from stock transactions with a recurring fee. It does so by maintaining two variables: ""buy"", the maximum profit after buying the stock, and ""sell"", the maximum profit after selling the stock. For each stock price, it updates ""buy"" as the maximum of the current ""buy"" and the difference between ""sell"" and the current price. It updates ""sell"" as the maximum of the current ""sell"" and the sum of ""buy"", the current price and the negative transaction fee. The function returns ""sell""."
303	721-accounts-merge	"Given a list accounts, each element accounts[i] is a list of strings, where the first element accounts[i][0] is a name, 
and the rest of the elements are emails representing emails of the account.
Now, we would like to merge these accounts. Two accounts definitely belong to the same person if there is some email 
that is common to both accounts. Note that even if two accounts have the same name, they may belong to different 
people as people could have the same name. A person can have any number of accounts initially, but all of their 
accounts definitely have the same name.
After merging the accounts, return the accounts in the following format: the first element of each account is the name, 
and the rest of the elements are emails in sorted order. The accounts themselves can be returned in any order.

Example 1:
Input: 
accounts = [[""John"", ""johnsmith@mail.com"", ""john00@mail.com""], [""John"", ""johnnybravo@mail.com""], 
[""John"", ""johnsmith@mail.com"", ""john_newyork@mail.com""], [""Mary"", ""mary@mail.com""]]
Output: [[""John"", 'john00@mail.com', 'john_newyork@mail.com', 'johnsmith@mail.com'],  [""John"", ""johnnybravo@mail.com""], 
[""Mary"", ""mary@mail.com""]]

Explanation: 
The first and third John's are the same person as they have the common email ""johnsmith@mail.com"".
The second John and Mary are different people as none of their email addresses are used by other accounts.
We could return these lists in any order, for example the answer [['Mary', 'mary@mail.com'], ['John', 'johnnybravo@mail.com'], 
['John', 'john00@mail.com', 'john_newyork@mail.com', 'johnsmith@mail.com']] would still be accepted.

Note:
The length of accounts will be in the range [1, 1000].
The length of accounts[i] will be in the range [1, 10].
The length of accounts[i][j] will be in the range [1, 30]."	This Python file solves the problem of merging multiple accounts linked through common email addresses. Using a disjoint set union (DSU) data structure, it identifies accounts that belong to the same person by finding common emails. It stores emails as keys in a dictionary, mapping to account indices. If the same email appears in different accounts, it merges these accounts using the union method of DSU. The solution organizes emails for each individual into sorted sets for easier access and returns a list of all grouped accounts.
304	728-self-dividing-numbers	"A self-dividing number is a number that is divisible by every digit it contains.
For example, 128 is a self-dividing number because 128 % 1 == 0, 128 % 2 == 0, and 128 % 8 == 0.
Also, a self-dividing number is not allowed to contain the digit zero.
Given a lower and upper number bound, output a list of every possible self dividing number, including the bounds if possible.

Example 1:
Input: 
left = 1, right = 22
Output: [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]"	"This Python script solves the problem of finding ""self-dividing numbers"" within a provided range. A self-dividing number is divisible by all its digits without leaving a remainder and doesn't contain the digit zero. 

The script employs an iterative approach, examining each number within the given range. If the number is less than 10, it automatically includes it in the output list. For larger numbers, it uses modulo operation and integer division to isolate each digit and check the divisibility conditions."
305	733-flood-fill	"An image is represented by a 2-D array of integers, each integer representing the pixel 
value of the image (from 0 to 65535).
Given a coordinate (sr, sc) representing the starting pixel (row and column) of the flood fill, 
and a pixel value newColor, ""flood fill"" the image.
To perform a ""flood fill"", consider the starting pixel, plus any pixels connected 4-directionally 
to the starting pixel of the same color as the starting pixel, plus any pixels connected 
4-directionally to those pixels (also with the same color as the starting pixel), and so on. 
Replace the color of all of the aforementioned pixels with the newColor.

At the end, return the modified image.

Example 1:
Input: 
image = [[1,1,1],[1,1,0],[1,0,1]]
sr = 1, sc = 1, newColor = 2
Output: [[2,2,2],[2,2,0],[2,0,1]]
Explanation: 
From the center of the image (with position (sr, sc) = (1, 1)), all pixels connected 
by a path of the same color as the starting pixel are colored with the new color.
Note the bottom corner is not colored 2, because it is not 4-directionally connected
to the starting pixel.
Note:

The length of image and image[0] will be in the range [1, 50].
The given starting pixel will satisfy 0 <= sr < image.length and 0 <= sc < image[0].length.
The value of each color in image[i][j] and newColor will be an integer in [0, 65535]."	This Python script solves the problem of adjusting pixel colors in a 2D image using a flood fill algorithm. Given a coordinate and a new color, the script changes the color of all pixels connected to the starting pixel that have the same initial color. The problem is solved by defining a depth-first search (DFS) function that recursively checks and colors all 4-directionally adjacent pixels, and invokes it using the given coordinates. This process continues until all eligible pixels are colored with the new value.
306	739-daily-temperatures	"Given a list of daily temperatures T, return a list such that, for each day in the input, tells you how many days you would have 
to wait until a warmer temperature. If there is no future day for which this is possible, put 0 instead.
For example, given the list of temperatures T = [73, 74, 75, 71, 69, 72, 76, 73], your output should be [1, 1, 4, 2, 1, 1, 0, 0].
Note: The length of temperatures will be in the range [1, 30000]. Each temperature will be an integer in the range [30, 100]."	"This Python file solves the ""Daily Temperatures"" problem from LeetCode. It determines, for each day in the input dataset, how many days one has to wait until a warmer temperature occurs. If no future day has a warmer temperature, it's represented with a zero.

It starts by initializing an empty stack and an answer list with zeroes. Then, it traverses the temperature list in reverse. If the stack isn't empty and the current temperature is greater than or equal to the last indexed temperature in the stack, it discards the last index. If the stack has values after this, it calculates the difference between the current index and the last index in the stack. This difference is the number of days to wait for a warmer day. Finally, it appends the current index to the stack."
307	74-search-a-2d-matrix	"Write an efficient algorithm that searches for a value in an m x n matrix. This matrix has the following properties:

Integers in each row are sorted from left to right.
The first integer of each row is greater than the last integer of the previous row.

Example 1:
Input:
matrix = [
  [1,   3,  5,  7],
  [10, 11, 16, 20],
  [23, 30, 34, 50]
]
target = 3
Output: true

Example 2:
Input:
matrix = [
  [1,   3,  5,  7],
  [10, 11, 16, 20],
  [23, 30, 34, 50]
]
target = 13
Output: false"	"This Python file solves the problem of searching for a value in an m x n matrix, where integers in each row are sorted from left to right and the first integer of each row is greater than the last integer of the previous row. 

The implemented function uses binary search approach. It starts with boundaries ""low"" and ""high"" and iteratively calculates ""mid"" as an index to compare the target with. If the target is found, it returns True, otherwise it adjusts the boundaries and keeps searching until ""low"" exceeds ""high"". If the target isn't found, it returns False."
308	740-delete-and-earn	"You are given an integer array nums. You want to maximize the number of points 
you get by performing the following operation any number of times:
Pick any nums[i] and delete it to earn nums[i] points. Afterwards, 
you must delete every element equal to nums[i] - 1 and every element equal 
to nums[i] + 1.
Return the maximum number of points you can earn by applying the above 
operation some number of times.

Example 1:
Input: nums = [3,4,2]
Output: 6
Explanation: You can perform the following operations:
- Delete 4 to earn 4 points. Consequently, 3 is also deleted. nums = [2].
- Delete 2 to earn 2 points. nums = [].
You earn a total of 6 points.

Example 2:
Input: nums = [2,2,3,3,3,4]
Output: 9
Explanation: You can perform the following operations:
- Delete a 3 to earn 3 points. All 2's and 4's are also deleted. nums = [3,3].
- Delete a 3 again to earn 3 points. nums = [3].
- Delete a 3 once more to earn 3 points. nums = [].
You earn a total of 9 points.
 
Constraints:
1 <= nums.length <= 2 * 104
1 <= nums[i] <= 104"	"This Python file is a solution to the 'Delete and Earn' problem on Leetcode. The problem involves earning points by deleting numbers from an array and removes elements equal to the deleted element +/- 1.

The solution works by first converting the given array into a 'rewards' array by incrementing indices of the rewards array equivalent to the array elements, thus achieving a frequency-based points array. Then, it uses dynamic programming to select the optimal choice between the current and previous reward accumulated, thereby finding the maximum reward. It's similar to the classic 'House Robber' problem."
309	744-find-smallest-letter-greater-than-target	"description/

Given a list of sorted characters letters containing only lowercase letters, and given a target 
letter target, find the smallest element in the list that is larger than the given target.

Letters also wrap around. For example, if the target is target = 'z' and letters = ['a', 'b'], 
the answer is 'a'.

Examples:
Input:
letters = [""c"", ""f"", ""j""]
target = ""a""
Output: ""c""

Input:
letters = [""c"", ""f"", ""j""]
target = ""c""
Output: ""f""

Input:
letters = [""c"", ""f"", ""j""]
target = ""d""
Output: ""f""

Input:
letters = [""c"", ""f"", ""j""]
target = ""g""
Output: ""j""

Input:
letters = [""c"", ""f"", ""j""]
target = ""j""
Output: ""c""

Input:
letters = [""c"", ""f"", ""j""]
target = ""k""
Output: ""c""

Note:
letters has a length in range [2, 10000].
letters consists of lowercase letters, and contains at least 2 unique letters.
target is a lowercase letter."	"This Python file deals with the problem of finding the smallest letter in a sorted list of lowercase letters that is greater than a given target letter. This problem also wraps around, meaning if the target is 'z' and the list contains 'a', the program returns 'a'.

The Python script solves this problem using binary search. The script first checks whether the ASCII value of the target is greater or equal to the ASCII value of the last letter. If it is, the first letter in the list is returned. Then, a binary search is initiated till the appropriate letter is found."
310	746-min-cost-climbing-stairs	"On a staircase, the i-th step has some non-negative cost cost[i] assigned (0 indexed).
Once you pay the cost, you can either climb one or two steps. You need to find minimum cost to reach the top of the floor, 
and you can either start from the step with index 0, or the step with index 1.

Example 1:
Input: cost = [10, 15, 20]
Output: 15
Explanation: Cheapest is start on cost[1], pay that cost and go to the top.

Example 2:
Input: cost = [1, 100, 1, 1, 1, 100, 1, 1, 100, 1]
Output: 6
Explanation: Cheapest is start on cost[0], and only step on 1s, skipping cost[3].

Note:
cost will have a length in the range [2, 1000].
Every cost[i] will be an integer in the range [0, 999]."	"The Python file solves the problem of determining the minimum cost to climb a staircase where each step has a certain cost. It addresses the issue of whether to start on step 0 or step 1, and whether to climb one or two steps at a time.

It solves the problem by implementing a dynamic programming algorithm. It initially defines the costs of the first and second step, then iterates through the rest of the steps, tracking the minimal cost. At each step, it determines the minimum overall cost by adding the current step's cost to the lower of the previous two steps' costs. This ensures that the minimum total cost is returned."
311	747-largest-number-at-least-twice-of-others	"In a given integer array nums, there is always exactly one largest element.
Find whether the largest element in the array is at least twice as much as every other number in the array.
If it is, return the index of the largest element, otherwise return -1.

Example 1:
Input: nums = [3, 6, 1, 0]
Output: 1
Explanation: 6 is the largest integer, and for every other number in the array x,
6 is more than twice as big as x.  The index of value 6 is 1, so we return 1.
 
Example 2:
Input: nums = [1, 2, 3, 4]
Output: -1
Explanation: 4 isn't at least as big as twice the value of 3, so we return -1.
 
Note:
nums will have a length in the range [1, 50].
Every nums[i] will be an integer in the range [0, 99]."	"The Python file contains a function `dominantIndex` that solves the problem of determining if the largest number in a list is at least twice as big as every other number in the list. If it is, it returns the index of that number, otherwise -1.

The function works by firstly initialising the two variables `big` and `secondBig` with -1, representing the biggest and second biggest numbers in the list. It iterates over the list, updating `big`, `secondBig`, and the index if a larger number is found. If the largest number is twice as big as the second largest, the index is returned. Else, -1 is returned."
312	76-minimum-window-substring	"Given two strings s and t, return the minimum window in s which will contain all the characters in t. 
If there is no such window in s that covers all characters in t, return the empty string """".
Note that If there is such a window, it is guaranteed that there will always be only one unique minimum window in s.

Example 1:
Input: s = ""ADOBECODEBANC"", t = ""ABC""
Output: ""BANC""

Example 2:
Input: s = ""a"", t = ""a""
Output: ""a""
 
Constraints:
1 <= s.length, t.length <= 105
s and t consist of English letters.

Follow up: Could you find an algorithm that runs in O(n) time?"	"The Python file solves the ""Minimum Window Substring"" problem from LeetCode. It's essentially a substring search problem where the goal is to find the smallest substring of 's' that contains all the characters from 't'.

The solution creates an initial character frequency count for 't', then iteratively checks for these characters in 's', maintaining a sliding window. When a valid window (i.e., a substring containing all 't' characters) is found, it attempts to minimize it by incrementing the start pointer. It keeps track of the minimum length substring throughout in order to return the shortest possible substring match."
313	771-jewels-and-stones	"Problem Link: https://leetcode.com/problems/jewels-and-stones
You're given strings J representing the types of stones that are jewels, and S representing the stones you have.
Each character in S is a type of stone you have.  You want to know how many of the stones you have are also jewels.

The letters in J are guaranteed distinct, and all characters in J and S are letters. Letters are case sensitive,
so ""a"" is considered a different type of stone from ""A"".

Example 1:
Input: J = ""aA"", S = ""aAAbbbb""
Output: 3

Example 2:
Input: J = ""z"", S = ""ZZ""
Output: 0

Note:
S and J will consist of letters and have length at most 50.
The characters in J are distinct."	"This Python file solves the problem ""Jewels and Stones"" from LeetCode. The problem is about finding out how many stones you have are also jewels, given two strings representing types of jewels (J) and stones you have (S).

This Python file solves the problem by transforming the jewels string into a set to quickly check membership. Then it iterates over each stone in the stones string and checks if the stone is also a jewel by checking if it is present in the jewels set. The number of jewels is then accumulated and returned for the solution. The time complexity is O(S+J), and the space complexity is O(J)."
314	78-subsets	"Given an integer array nums of unique elements, return all possible subsets (the power set).
The solution set must not contain duplicate subsets. Return the solution in any order.

Example 1:
Input: nums = [1,2,3]
Output: [[],[1],[2],[1,2],[3],[1,3],[2,3],[1,2,3]]

Example 2:
Input: nums = [0]
Output: [[],[0]]
 
Constraints:
1 <= nums.length <= 10
-10 <= nums[i] <= 10
All the numbers of nums are unique."	This Python script solves the problem of generating all possible subsets of a unique elements array, a common task in combinatorics and algorithms. It uses a recursive function to iterate over the array and for each index, it recursively adds the current number to the current subset. When the index exceeds the array length, it stops recursion. It leverages the power of backtracking to exhaustively explore all possible combinations. This file aids in understanding subsets in a computational way.
315	785-is-graph-bipartite	"Given an undirected graph, return true if and only if it is bipartite.
Recall that a graph is bipartite if we can split its set of nodes into two independent subsets A and B, such that every edge in the graph has one node in A 
and another node in B.
The graph is given in the following form: graph[i] is a list of indexes j for which the edge between nodes i and j exists.  
Each node is an integer between 0 and graph.length - 1.  There are no self edges or parallel edges: graph[i] does not contain i, 
and it doesn't contain any element twice.

Example 1:
Input: graph = [[1,3],[0,2],[1,3],[0,2]]
Output: true
Explanation: We can divide the vertices into two groups: {0, 2} and {1, 3}.

Example 2:
Input: graph = [[1,2,3],[0,2],[0,1,3],[0,2]]
Output: false
Explanation: We cannot find a way to divide the set of nodes into two independent subsets.

Constraints:
1 <= graph.length <= 100
0 <= graphp[i].length < 100
0 <= graph[i][j] <= graph.length - 1
graph[i][j] != i
All the values of graph[i] are unique.
The graph is guaranteed to be undirected."	This Python file solves the problem of determining if an undirected graph is bipartite or not. It divides the vertices into two distinct sets and checks if every edge connects a vertex in one set with a vertex in the other. This is done by utilizing a depth-first search (DFS) algorithm on the graph. First, it iterates through each node in the graph. Then, with a helper function that performs DFS (taking the graph, current node, parent node, and a boolean as parameters), it attempts to add the nodes into either set. If a node is already in the respective set, the function validates the placement. It continues checking by recursively exploring connected nodes, returning False once a node can’t be placed in either group, hence the graph isn't bipartite.
316	787-cheapest-flights-within-k-stops	"There are n cities connected by m flights. Each flight starts from city u and arrives at v with a price w.
Now given all the cities and flights, together with starting city src and the destination dst, your task is to 
find the cheapest price from src to dst with up to k stops. If there is no such route, output -1.

Example 1:
Input: 
n = 3, edges = [[0,1,100],[1,2,100],[0,2,500]]
src = 0, dst = 2, k = 1
Output: 200
Explanation: 
The graph looks like this:
The cheapest price from city 0 to city 2 with at most 1 stop costs 200, as marked red in the picture.

Example 2:
Input: 
n = 3, edges = [[0,1,100],[1,2,100],[0,2,500]]
src = 0, dst = 2, k = 0
Output: 500
Explanation: 
The graph looks like this:

The cheapest price from city 0 to city 2 with at most 0 stop costs 500, as marked blue in the picture.
 
Constraints:
The number of nodes n will be in range [1, 100], with nodes labeled from 0 to n - 1.
The size of flights will be in range [0, n * (n - 1) / 2].
The format of each flight will be (src, dst, price).
The price of each flight will be in the range [1, 10000].
k is in the range of [0, n - 1].
There will not be any duplicated flights or self cycles."	"This Python file solves the problem of finding the cheapest flight cost from a starting city to a destination city with up to 'k' stops, as outlined on the leetcode problem https://leetcode.com/problems/cheapest-flights-within-k-stops/

It implements Dijkstra's algorithm, by creating a priority queue storing tuples of cost, current city, and number of stops. If the current city is the destination, the cost is returned. If there are remaining stops, neighboring cities are pushed into the queue. If no route is found, it returns -1.

Further, it utilises a helper function to create a dictionary that maps each city to its adjacent cities and the cost to reach them, using the given list of flight routes."
317	796-rotate-string	"We are given two strings, A and B.
A shift on A consists of taking string A and moving the leftmost character to the rightmost position. For example, if A = 'abcde', then it will be 
'bcdea' after one shift on A. Return True if and only if A can become B after some number of shifts on A.

Example 1:
Input: A = 'abcde', B = 'cdeab'
Output: true

Example 2:
Input: A = 'abcde', B = 'abced'
Output: false

Note:
A and B will have length at most 100."	"This Python file solves the problem of determining if a string can be rotated to match another string. It takes two inputs, string A and string B, performs shifts on string A, and checks if it can become string B.

The method `rotateString`, compares the lengths of A and B, returns false if they aren't equal. If they are equal, it concatenates A with itself and checks if B is a substring. If it is, it implies we can rotate A to obtain B. Thus, it solves the string rotation problem efficiently."
318	804-unique-morse-code-words	"International Morse Code defines a standard encoding where each letter is mapped to a series of dots and dashes, 
as follows: ""a"" maps to "".-"", ""b"" maps to ""-..."", ""c"" maps to ""-.-."", and so on.
For convenience, the full table for the 26 letters of the English alphabet is given below:

["".-"",""-..."",""-.-."",""-.."",""."",""..-."",""--."",""...."","".."","".---"",""-.-"","".-.."",""--"",""-."",""---"","".--."",""--.-"",
"".-."",""..."",""-"",""..-"",""...-"","".--"",""-..-"",""-.--"",""--..""]
Now, given a list of words, each word can be written as a concatenation of the Morse code of each letter. 
For example, ""cab"" can be written as ""-.-.-....-"", (which is the concatenation ""-.-."" + ""-..."" + "".-""). 
We'll call such a concatenation, the transformation of a word.
Return the number of different transformations among all words we have.

Example:
Input: words = [""gin"", ""zen"", ""gig"", ""msg""]
Output: 2
Explanation: 
The transformation of each word is:
""gin"" -> ""--...-.""
""zen"" -> ""--...-.""
""gig"" -> ""--...--.""
""msg"" -> ""--...--.""
There are 2 different transformations, ""--...-."" and ""--...--."".
 
Note:
The length of words will be at most 100.
Each words[i] will have length in range [1, 12].
words[i] will only consist of lowercase letters."	"This Python file solves the problem of determining the number of unique Morse code transformations for a given list of words. 

The file defines a function, uniqueMorseRepresentations, which takes a list of words as its argument. It creates an array of Morse code representations for each English lowercase letter. For each word in the provided list, it translates each letter to Morse code using their ASCII values and concatenates them. These concatenated Morse code words are stored in a set, which automatically removes duplicates. Finally, the function returns the count of unique Morse code transformations."
319	819_most_common_word	"Given a paragraph and a list of banned words, return the most frequent word that is not in the 
list of banned words.  It is guaranteed there is at least one word that isn't banned, and 
that the answer is unique.
Words in the list of banned words are given in lowercase, and free of punctuation.  
Words in the paragraph are not case sensitive.  The answer is in lowercase.

Example:
Input: 
paragraph = ""Bob hit a ball, the hit BALL flew far after it was hit.""
banned = [""hit""]
Output: ""ball""

Explanation: 
""hit"" occurs 3 times, but it is a banned word.
""ball"" occurs twice (and no other word does), so it is the most frequent non-banned word in the paragraph. 
Note that words in the paragraph are not case sensitive,
that punctuation is ignored (even if adjacent to words, such as ""ball,""), 
and that ""hit"" isn't the answer even though it occurs more because it is banned.
 

Note:
1 <= paragraph.length <= 1000.
1 <= banned.length <= 100.
1 <= banned[i].length <= 10.
The answer is unique, and written in lowercase (even if its occurrences in paragraph may have uppercase symbols, 
and even if it is a proper noun.)
paragraph only consists of letters, spaces, or the punctuation symbols !?',;.
Different words in paragraph are always separated by a space.
There are no hyphens or hyphenated words.
Words only consist of letters, never apostrophes or other punctuation symbols."	"This Python file identifies the most frequently appeared word that isn't in a predefined list of banned words. The solution operates by:

- Eliminating punctuation from the input paragraph.
- Converting the entire paragraph to lowercase.
- Splitting the paragraph into words and removing the banned ones.
- Using the Counter class from the `collections` module to count the frequency of each unique word.
- Lastly, it returns the most common word by using the `max()` function in conjunction with `operator.itemgetter(1)`. This searches for the most frequent word in a Counter object, considering banned words are already excluded."
320	82-remove-duplicates-from-sorted-list-ii	"Given a sorted linked list, delete all nodes that have duplicate numbers, leaving only distinct numbers from the original list.

Example 1:

Input: 1->2->3->3->4->4->5
Output: 1->2->5
Example 2:

Input: 1->1->1->2->3
Output: 2->3"	This Python script removes duplicate items from a sorted linked-list as described in the Leetcode problem #82 (https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/). It deletes all nodes that have duplicate numbers, leaving only distinct numbers from the original list. The script follows a recursive approach, where for each node with duplicate values, it skips those nodes until a distinct or no node is found, then repeats the same for the rest of the list.
321	821-shortest-distance-to-a-character	"Given a string S and a character C, return an array of integers representing the shortest distance from the character C in the string.

Example 1:
Input: S = ""loveleetcode"", C = 'e'
Output: [3, 2, 1, 0, 1, 0, 0, 1, 2, 2, 1, 0]
 

Note:
S string length is in [1, 10000].
C is a single character, and guaranteed to be in string S.
All letters in S and C are lowercase."	This Python file solves the problem of finding the shortest distance from a specific character in a string. The problem is solved by traversing the string twice. On the first move, it runs left to right, recording distances from the specified character. Then, it traverses from right to left updating the previous distances if it encounters a shorter distance. This approach effectively tracks the nearest occurrence of the character in both directions.
322	824-goat-latin	"A sentence S is given, composed of words separated by spaces. Each word consists of lowercase and uppercase letters only.
We would like to convert the sentence to ""Goat Latin"" (a made-up language similar to Pig Latin.)
The rules of Goat Latin are as follows:
If a word begins with a vowel (a, e, i, o, or u), append ""ma"" to the end of the word.
For example, the word 'apple' becomes 'applema'.
If a word begins with a consonant (i.e. not a vowel), remove the first letter and append it to the end, then add ""ma"".
For example, the word ""goat"" becomes ""oatgma"".
Add one letter 'a' to the end of each word per its word index in the sentence, starting with 1.
For example, the first word gets ""a"" added to the end, the second word gets ""aa"" added to the end and so on.
Return the final sentence representing the conversion from S to Goat Latin. 

Example 1:
Input: ""I speak Goat Latin""
Output: ""Imaa peaksmaaa oatGmaaaa atinLmaaaaa""

Example 2:
Input: ""The quick brown fox jumped over the lazy dog""
Output: ""heTmaa uickqmaaa rownbmaaaa oxfmaaaaa umpedjmaaaaaa overmaaaaaaa hetmaaaaaaaa azylmaaaaaaaaa ogdmaaaaaaaaaa""
 
Notes:
S contains only uppercase, lowercase and spaces. Exactly one space between each word.
1 <= S.length <= 150."	"This Python file solves a problem from Leetcode, wherein it is required to translate given sentences into a fictional language ""Goat Latin"" based on specific rules. The solution adds ""ma"" at the end of words starting with vowels, removes the first letter moving it at the end followed by ""ma"" for words starting with consonants, and adds a sequentially increasing number of ""a""s at the end of each word. The problem solution, therefore, aids in language translation based on defined rules."
323	832-flipping-an-image	"Given a binary matrix A, we want to flip the image horizontally, then invert it, and return the resulting image.
To flip an image horizontally means that each row of the image is reversed.  For example, flipping [1, 1, 0] horizontally results in [0, 1, 1].
To invert an image means that each 0 is replaced by 1, and each 1 is replaced by 0. For example, inverting [0, 1, 1] results in [1, 0, 0].

Example 1:
Input: [[1,1,0],[1,0,1],[0,0,0]]
Output: [[1,0,0],[0,1,0],[1,1,1]]
Explanation: First reverse each row: [[0,1,1],[1,0,1],[0,0,0]].
Then, invert the image: [[1,0,0],[0,1,0],[1,1,1]]

Example 2:
Input: [[1,1,0,0],[1,0,0,1],[0,1,1,1],[1,0,1,0]]
Output: [[1,1,0,0],[0,1,1,0],[0,0,0,1],[1,0,1,0]]
Explanation: First reverse each row: [[0,0,1,1],[1,0,0,1],[1,1,1,0],[0,1,0,1]].
Then invert the image: [[1,1,0,0],[0,1,1,0],[0,0,0,1],[1,0,1,0]]

Notes:
1 <= A.length = A[0].length <= 20
0 <= A[i][j] <= 1"	"This Python file solves the problem of horizontally flipping a binary matrix and then inverting it. The problem is taken from LeetCode.

The solution focuses on using the technique of bitwise operators and list comprehension. 

1. For each row in the input array, two steps are performed. The row is reversed using row slicing techniques. 

2. After that, each entry is inverted using XOR operation (row[i] ^ 1). The inverted row replaces the original row in the matrix.

The operations are performed in place and the transformed matrix is then returned as output."
324	84-largest-rectangle-in-histogram	"Given an array of integers heights representing the histogram's bar height where the width of each 
bar is 1, return the area of the largest rectangle in the histogram.

Example 1:
Input: heights = [2,1,5,6,2,3]
Output: 10
Explanation: The above is a histogram where width of each bar is 1.
The largest rectangle is shown in the red area, which has an area = 10 units.

Example 2:
Input: heights = [2,4]
Output: 4
 
Constraints:
1 <= heights.length <= 105
0 <= heights[i] <= 104"	"This Python script solves the problem of finding the largest rectangle in a histogram. It takes as input an array of integer heights, representing the heights of the bars in the histogram, and returns the area of the largest rectangle that can be formed within the histogram.

It uses a stack-based approach to compute the left and right boundaries of the rectangle for each bar, effectively identifying the range where the bar height can be extended. It iterates through the heights array, pushing and popping indices to and from the stack based on the comparison of current bar height and the last bar in the stack. This tracks the largest possible rectangle up to the current index.

The script then calculates the maximum area for each bar and ultimately returns the largest one. The procedure is time-efficient with a complexity of O(N), where N is the length of the heights array."
325	841-keys-and-rooms	"There are N rooms and you start in room 0.  Each room has a distinct number in 0, 1, 2, ..., N-1, and 
each room may have some keys to access the next room. 
Formally, each room i has a list of keys rooms[i], and each key rooms[i][j] is an integer in [0, 1, ..., N-1] 
where N = rooms.length.  A key rooms[i][j] = v opens the room with number v.
Initially, all the rooms start locked (except for room 0). 
You can walk back and forth between rooms freely.
Return true if and only if you can enter every room.

Example 1:
Input: [[1],[2],[3],[]]
Output: true
Explanation:  
We start in room 0, and pick up key 1.
We then go to room 1, and pick up key 2.
We then go to room 2, and pick up key 3.
We then go to room 3.  Since we were able to go to every room, we return true.

Example 2:
Input: [[1,3],[3,0,1],[2],[0]]
Output: false
Explanation: We can't enter the room with number 2.

Note:
1 <= rooms.length <= 1000
0 <= rooms[i].length <= 1000
The number of keys in all rooms combined is at most 3000."	"This Python file provides a solution to unlocking all rooms using certain keys. It particularly solves an open-ended problem where one can only access specific rooms using distinct keys.

The script employs a depth-first search algorithm to navigate through a structure of interconnected rooms. The algorithm tracks visited rooms within a list, using another list as a stack to hold keys to rooms yet to be explored. When a key is found, it's removed from the stack and the corresponding room is marked as visited if not already. The process is repeated until all rooms are visited or there are no more keys in the stack.

Once done, the function checks if the count of visited rooms matches the count of all rooms. If they match, it means every room was unlocked, hence returns True, else False."
326	844-backspace-string-compare	"Given two strings S and T, return if they are equal when both are typed into empty text editors. 
# means a backspace character.

Example 1:
Input: S = ""ab#c"", T = ""ad#c""
Output: true
Explanation: Both S and T become ""ac"".

Example 2:
Input: S = ""ab##"", T = ""c#d#""
Output: true
Explanation: Both S and T become """".

Example 3:
Input: S = ""a##c"", T = ""#a#c""
Output: true
Explanation: Both S and T become ""c"".

Example 4:
Input: S = ""a#c"", T = ""b""
Output: false
Explanation: S becomes ""c"" while T becomes ""b"".

Note:
1 <= S.length <= 200
1 <= T.length <= 200
S and T only contain lowercase letters and '#' characters.

Follow up:
Can you solve it in O(N) time and O(1) space?"	"This Python file solves the problem of comparing two strings (S & T), taking into account backspaces. The '#' character represents a backspace in the input strings. The function ""backspaceCompare"" executes the comparison through two pointers (i,j) traversing from the end of both strings. The 's_skip' and 't_skip' counters manage the backspaces. If any discrepancy is found during the traversal, it returns False. It's solved in O(N) time and O(1) space."
